"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Small Metro"	"4"	"65-69 years"	"65-69"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	2994	932099	321.21
	"Small Metro"	"4"	"65-69 years"	"65-69"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	3127	944623	331.03
	"Small Metro"	"4"	"65-69 years"	"65-69"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	3201	953784	335.61
	"Small Metro"	"4"	"65-69 years"	"65-69"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	5266	831688	633.17
	"Small Metro"	"4"	"65-69 years"	"65-69"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	5737	861961	665.58
	"Small Metro"	"4"	"65-69 years"	"65-69"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	5591	872651	640.69
	"Small Metro"	"4"	"70-74 years"	"70-74"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	3899	785606	496.30
	"Small Metro"	"4"	"70-74 years"	"70-74"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	4210	813709	517.38
	"Small Metro"	"4"	"70-74 years"	"70-74"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	4307	809896	531.80
	"Small Metro"	"4"	"70-74 years"	"70-74"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	6249	698846	894.19
	"Small Metro"	"4"	"70-74 years"	"70-74"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	6785	732433	926.36
	"Small Metro"	"4"	"70-74 years"	"70-74"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	6380	721382	884.41
	"Small Metro"	"4"	"75-79 years"	"75-79"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	4754	552846	859.91
	"Small Metro"	"4"	"75-79 years"	"75-79"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	4985	541233	921.05
	"Small Metro"	"4"	"75-79 years"	"75-79"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	5409	593687	911.09
	"Small Metro"	"4"	"75-79 years"	"75-79"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	6450	464994	1387.11
	"Small Metro"	"4"	"75-79 years"	"75-79"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	6553	461480	1420.00
	"Small Metro"	"4"	"75-79 years"	"75-79"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	7123	507915	1402.40
	"Small Metro"	"4"	"80-84 years"	"80-84"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	6045	372170	1624.26
	"Small Metro"	"4"	"80-84 years"	"80-84"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	6086	359698	1691.97
	"Small Metro"	"4"	"80-84 years"	"80-84"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	6425	380849	1687.02
	"Small Metro"	"4"	"80-84 years"	"80-84"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	6594	286366	2302.65
	"Small Metro"	"4"	"80-84 years"	"80-84"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	6748	279792	2411.79
	"Small Metro"	"4"	"80-84 years"	"80-84"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	7036	292183	2408.08
	"Small Metro"	"4"	"85-89 years"	"85-89"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	7676	Not Applicable	Not Applicable
	"Small Metro"	"4"	"85-89 years"	"85-89"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	7395	Not Applicable	Not Applicable
	"Small Metro"	"4"	"85-89 years"	"85-89"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	7658	Not Applicable	Not Applicable
	"Small Metro"	"4"	"85-89 years"	"85-89"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	6439	Not Applicable	Not Applicable
	"Small Metro"	"4"	"85-89 years"	"85-89"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	6527	Not Applicable	Not Applicable
	"Small Metro"	"4"	"85-89 years"	"85-89"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	6737	Not Applicable	Not Applicable
	"Small Metro"	"4"	"90-94 years"	"90-94"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	7673	Not Applicable	Not Applicable
	"Small Metro"	"4"	"90-94 years"	"90-94"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	7510	Not Applicable	Not Applicable
	"Small Metro"	"4"	"90-94 years"	"90-94"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	7553	Not Applicable	Not Applicable
	"Small Metro"	"4"	"90-94 years"	"90-94"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	4945	Not Applicable	Not Applicable
	"Small Metro"	"4"	"90-94 years"	"90-94"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	4735	Not Applicable	Not Applicable
	"Small Metro"	"4"	"90-94 years"	"90-94"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	4871	Not Applicable	Not Applicable
	"Small Metro"	"4"	"95-99 years"	"95-99"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	4185	Not Applicable	Not Applicable
	"Small Metro"	"4"	"95-99 years"	"95-99"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	4066	Not Applicable	Not Applicable
	"Small Metro"	"4"	"95-99 years"	"95-99"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	4189	Not Applicable	Not Applicable
	"Small Metro"	"4"	"95-99 years"	"95-99"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	1797	Not Applicable	Not Applicable
	"Small Metro"	"4"	"95-99 years"	"95-99"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	1823	Not Applicable	Not Applicable
	"Small Metro"	"4"	"95-99 years"	"95-99"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	1846	Not Applicable	Not Applicable
	"Small Metro"	"4"	"100+ years"	"100+"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	1035	Not Applicable	Not Applicable
	"Small Metro"	"4"	"100+ years"	"100+"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	1034	Not Applicable	Not Applicable
	"Small Metro"	"4"	"100+ years"	"100+"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	1073	Not Applicable	Not Applicable
	"Small Metro"	"4"	"100+ years"	"100+"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	266	Not Applicable	Not Applicable
	"Small Metro"	"4"	"100+ years"	"100+"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	229	Not Applicable	Not Applicable
	"Small Metro"	"4"	"100+ years"	"100+"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	288	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"25-29 years"	"25-29"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	53	814678	6.51
	"Micropolitan (Nonmetro)"	"5"	"25-29 years"	"25-29"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	61	790874	7.71
	"Micropolitan (Nonmetro)"	"5"	"25-29 years"	"25-29"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	57	768446	7.42
	"Micropolitan (Nonmetro)"	"5"	"25-29 years"	"25-29"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	114	906753	12.57
	"Micropolitan (Nonmetro)"	"5"	"25-29 years"	"25-29"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	114	874982	13.03
	"Micropolitan (Nonmetro)"	"5"	"25-29 years"	"25-29"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	100	858910	11.64
	"Micropolitan (Nonmetro)"	"5"	"30-34 years"	"30-34"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	133	790255	16.83
	"Micropolitan (Nonmetro)"	"5"	"30-34 years"	"30-34"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	153	808101	18.93
	"Micropolitan (Nonmetro)"	"5"	"30-34 years"	"30-34"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	121	810193	14.93
	"Micropolitan (Nonmetro)"	"5"	"30-34 years"	"30-34"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	221	850916	25.97
	"Micropolitan (Nonmetro)"	"5"	"30-34 years"	"30-34"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	212	865177	24.50
	"Micropolitan (Nonmetro)"	"5"	"30-34 years"	"30-34"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	204	871155	23.42
	"Micropolitan (Nonmetro)"	"5"	"35-39 years"	"35-39"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	194	792642	24.48
	"Micropolitan (Nonmetro)"	"5"	"35-39 years"	"35-39"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	206	800714	25.73
	"Micropolitan (Nonmetro)"	"5"	"35-39 years"	"35-39"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	216	785750	27.49
	"Micropolitan (Nonmetro)"	"5"	"35-39 years"	"35-39"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	389	828415	46.96
	"Micropolitan (Nonmetro)"	"5"	"35-39 years"	"35-39"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	377	851680	44.27
	"Micropolitan (Nonmetro)"	"5"	"35-39 years"	"35-39"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	389	840903	46.26
	"Micropolitan (Nonmetro)"	"5"	"40-44 years"	"40-44"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	365	762653	47.86
	"Micropolitan (Nonmetro)"	"5"	"40-44 years"	"40-44"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	371	786410	47.18
	"Micropolitan (Nonmetro)"	"5"	"40-44 years"	"40-44"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	365	788387	46.30
	"Micropolitan (Nonmetro)"	"5"	"40-44 years"	"40-44"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	629	790816	79.54
	"Micropolitan (Nonmetro)"	"5"	"40-44 years"	"40-44"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	740	829470	89.21
	"Micropolitan (Nonmetro)"	"5"	"40-44 years"	"40-44"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	761	836690	90.95
	"Micropolitan (Nonmetro)"	"5"	"45-49 years"	"45-49"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	631	770915	81.85
	"Micropolitan (Nonmetro)"	"5"	"45-49 years"	"45-49"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	575	751938	76.47
	"Micropolitan (Nonmetro)"	"5"	"45-49 years"	"45-49"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	570	734690	77.58
	"Micropolitan (Nonmetro)"	"5"	"45-49 years"	"45-49"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	1105	787812	140.26
	"Micropolitan (Nonmetro)"	"5"	"45-49 years"	"45-49"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	1120	784678	142.73
	"Micropolitan (Nonmetro)"	"5"	"45-49 years"	"45-49"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	1033	773562	133.54
	"Micropolitan (Nonmetro)"	"5"	"50-54 years"	"50-54"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	899	813905	110.46
	"Micropolitan (Nonmetro)"	"5"	"50-54 years"	"50-54"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	961	820703	117.09
	"Micropolitan (Nonmetro)"	"5"	"50-54 years"	"50-54"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	921	804730	114.45
	"Micropolitan (Nonmetro)"	"5"	"50-54 years"	"50-54"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	1895	818143	231.62
	"Micropolitan (Nonmetro)"	"5"	"50-54 years"	"50-54"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	2006	847118	236.80
	"Micropolitan (Nonmetro)"	"5"	"50-54 years"	"50-54"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	1886	837781	225.12
	"Micropolitan (Nonmetro)"	"5"	"55-59 years"	"55-59"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	1653	937413	176.34
	"Micropolitan (Nonmetro)"	"5"	"55-59 years"	"55-59"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	1730	914865	189.10
	"Micropolitan (Nonmetro)"	"5"	"55-59 years"	"55-59"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	1524	870826	175.01
	"Micropolitan (Nonmetro)"	"5"	"55-59 years"	"55-59"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	3263	904322	360.82
	"Micropolitan (Nonmetro)"	"5"	"55-59 years"	"55-59"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	3324	906639	366.63
	"Micropolitan (Nonmetro)"	"5"	"55-59 years"	"55-59"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	3072	870291	352.99
	"Micropolitan (Nonmetro)"	"5"	"60-64 years "	"60-64"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	2271	968279	234.54
	"Micropolitan (Nonmetro)"	"5"	"60-64 years "	"60-64"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	2543	970706	261.97
	"Micropolitan (Nonmetro)"	"5"	"60-64 years "	"60-64"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	2481	950502	261.02
	"Micropolitan (Nonmetro)"	"5"	"60-64 years "	"60-64"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	4770	914044	521.86
	"Micropolitan (Nonmetro)"	"5"	"60-64 years "	"60-64"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	5071	939667	539.66
	"Micropolitan (Nonmetro)"	"5"	"60-64 years "	"60-64"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	4840	921090	525.46
	"Micropolitan (Nonmetro)"	"5"	"65-69 years"	"65-69"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	3039	881062	344.92
	"Micropolitan (Nonmetro)"	"5"	"65-69 years"	"65-69"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	3266	892357	366.00
	"Micropolitan (Nonmetro)"	"5"	"65-69 years"	"65-69"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	3401	892928	380.88
	"Micropolitan (Nonmetro)"	"5"	"65-69 years"	"65-69"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	5542	816557	678.70
	"Micropolitan (Nonmetro)"	"5"	"65-69 years"	"65-69"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	5943	843830	704.29
	"Micropolitan (Nonmetro)"	"5"	"65-69 years"	"65-69"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	6023	844348	713.33
	"Micropolitan (Nonmetro)"	"5"	"70-74 years"	"70-74"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	4121	732612	562.51
	"Micropolitan (Nonmetro)"	"5"	"70-74 years"	"70-74"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	4438	755734	587.24
	"Micropolitan (Nonmetro)"	"5"	"70-74 years"	"70-74"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	4427	744456	594.66
	"Micropolitan (Nonmetro)"	"5"	"70-74 years"	"70-74"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	6523	667866	976.69
	"Micropolitan (Nonmetro)"	"5"	"70-74 years"	"70-74"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	6830	699621	976.24
	"Micropolitan (Nonmetro)"	"5"	"70-74 years"	"70-74"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	6881	684049	1005.92
	"Micropolitan (Nonmetro)"	"5"	"75-79 years"	"75-79"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	4992	519958	960.08
	"Micropolitan (Nonmetro)"	"5"	"75-79 years"	"75-79"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	5386	505367	1065.76
	"Micropolitan (Nonmetro)"	"5"	"75-79 years"	"75-79"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	5466	544390	1004.06
	"Micropolitan (Nonmetro)"	"5"	"75-79 years"	"75-79"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	6679	442953	1507.83
	"Micropolitan (Nonmetro)"	"5"	"75-79 years"	"75-79"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	6895	436740	1578.74
	"Micropolitan (Nonmetro)"	"5"	"75-79 years"	"75-79"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	7167	471983	1518.49
	"Micropolitan (Nonmetro)"	"5"	"80-84 years"	"80-84"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	6175	353113	1748.73
	"Micropolitan (Nonmetro)"	"5"	"80-84 years"	"80-84"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	6407	339614	1886.55
	"Micropolitan (Nonmetro)"	"5"	"80-84 years"	"80-84"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	6572	352033	1866.87
	"Micropolitan (Nonmetro)"	"5"	"80-84 years"	"80-84"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	6818	272521	2501.83
	"Micropolitan (Nonmetro)"	"5"	"80-84 years"	"80-84"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	7131	264877	2692.19
	"Micropolitan (Nonmetro)"	"5"	"80-84 years"	"80-84"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	7159	269988	2651.60
	"Micropolitan (Nonmetro)"	"5"	"85-89 years"	"85-89"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	7567	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"85-89 years"	"85-89"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	7431	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"85-89 years"	"85-89"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	7604	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"85-89 years"	"85-89"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	6480	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"85-89 years"	"85-89"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	6431	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"85-89 years"	"85-89"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	6393	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"90-94 years"	"90-94"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	7617	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"90-94 years"	"90-94"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	7330	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"90-94 years"	"90-94"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	7335	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"90-94 years"	"90-94"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	4680	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"90-94 years"	"90-94"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	4647	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"90-94 years"	"90-94"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	4472	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"95-99 years"	"95-99"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	4035	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"95-99 years"	"95-99"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	3974	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"95-99 years"	"95-99"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	3890	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"95-99 years"	"95-99"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	1761	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"95-99 years"	"95-99"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	1576	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"95-99 years"	"95-99"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	1719	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"100+ years"	"100+"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	1006	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"100+ years"	"100+"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	980	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"100+ years"	"100+"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	1045	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"100+ years"	"100+"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	248	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"100+ years"	"100+"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	265	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"100+ years"	"100+"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	274	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	40	503934	7.94
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	58	484612	11.97
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	43	474166	9.07
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	59	579480	10.18
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	69	553388	12.47
	"NonCore (Nonmetro)"	"6"	"25-29 years"	"25-29"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	78	549277	14.20
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	94	495689	18.96
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	92	502889	18.29
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	70	509846	13.73
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	158	549266	28.77
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	165	556363	29.66
	"NonCore (Nonmetro)"	"6"	"30-34 years"	"30-34"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	149	566822	26.29
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	164	513198	31.96
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	173	511169	33.84
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	154	503565	30.58
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	308	546761	56.33
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	325	555013	58.56
